index,region,y1,y2,y3,y4,y5,y6
2016-06-01 00:00:00,1235,20.0,8.0,12.0,9.0,47.0,92.0
2016-06-01 00:00:00,1272,4.0,2.0,2.0,2.0,2.0,4.0
2016-06-01 00:00:00,1273,8.0,5.0,1.0,1.0,0.0,4.0
2016-06-01 00:00:00,1274,2.0,0.0,2.0,0.0,2.0,3.0
2016-06-01 00:00:00,1278,3.0,5.0,1.0,3.0,6.0,22.0
2016-06-01 00:00:00,1279,3.0,1.0,2.0,4.0,7.0,33.0
2016-06-01 00:00:00,1280,44.0,24.0,12.0,28.0,41.0,142.0
2016-06-01 00:00:00,1281,175.0,98.0,77.0,74.0,129.0,421.0
2016-06-01 00:00:00,1282,239.0,129.0,71.0,73.0,112.0,338.0
2016-06-01 00:00:00,1283,14.0,8.0,2.0,10.0,26.0,75.0
2016-06-01 00:00:00,1284,12.0,4.0,2.0,3.0,18.0,40.0
2016-06-01 00:00:00,1285,42.0,26.0,11.0,30.0,60.0,188.0
2016-06-01 00:00:00,1286,48.0,26.0,16.0,26.0,59.0,154.0
2016-06-01 00:00:00,1287,14.0,13.0,5.0,6.0,25.0,68.0
2016-06-01 00:00:00,1326,24.0,16.0,6.0,13.0,3.0,1.0
2016-06-01 00:00:00,1327,19.0,9.0,5.0,1.0,2.0,0.0
2016-06-01 00:00:00,1331,4.0,4.0,4.0,2.0,8.0,31.0
2016-06-01 00:00:00,1332,58.0,41.0,35.0,43.0,100.0,269.0
2016-06-01 00:00:00,1333,57.0,35.0,23.0,39.0,144.0,450.0
2016-06-01 00:00:00,1334,44.0,16.0,6.0,16.0,124.0,431.0
2016-06-01 00:00:00,1335,6.0,1.0,2.0,3.0,17.0,59.0
2016-06-01 00:00:00,1336,8.0,5.0,4.0,5.0,16.0,62.0
2016-06-01 00:00:00,1337,27.0,16.0,11.0,11.0,30.0,49.0
2016-06-01 00:00:00,1338,16.0,6.0,4.0,6.0,14.0,12.0
2016-06-01 00:00:00,1339,1.0,5.0,7.0,0.0,4.0,3.0
2016-06-01 00:00:00,1376,13.0,13.0,9.0,6.0,2.0,2.0
2016-06-01 00:00:00,1377,8.0,6.0,4.0,2.0,2.0,0.0
2016-06-01 00:00:00,1378,9.0,2.0,1.0,3.0,3.0,1.0
2016-06-01 00:00:00,1380,7.0,2.0,3.0,4.0,2.0,4.0
2016-06-01 00:00:00,1382,7.0,7.0,4.0,4.0,3.0,7.0
2016-06-01 00:00:00,1383,25.0,10.0,14.0,25.0,73.0,250.0
2016-06-01 00:00:00,1384,70.0,40.0,28.0,57.0,151.0,463.0
2016-06-01 00:00:00,1385,22.0,14.0,24.0,33.0,94.0,292.0
2016-06-01 00:00:00,1386,14.0,6.0,4.0,5.0,33.0,60.0
2016-06-01 00:00:00,1387,18.0,7.0,6.0,11.0,17.0,34.0
2016-06-01 00:00:00,1388,18.0,11.0,9.0,9.0,12.0,12.0
2016-06-01 00:00:00,1389,7.0,2.0,1.0,5.0,6.0,16.0
2016-06-01 00:00:00,1390,3.0,8.0,5.0,7.0,6.0,10.0
2016-06-01 00:00:00,1426,7.0,4.0,4.0,2.0,1.0,1.0
2016-06-01 00:00:00,1431,12.0,11.0,15.0,13.0,13.0,15.0
2016-06-01 00:00:00,1434,2.0,0.0,0.0,0.0,3.0,12.0
2016-06-01 00:00:00,1435,5.0,5.0,0.0,5.0,1.0,15.0
2016-06-01 00:00:00,1436,22.0,6.0,7.0,11.0,27.0,41.0
2016-06-01 00:00:00,1437,8.0,13.0,7.0,7.0,26.0,56.0
2016-06-01 00:00:00,1438,5.0,3.0,0.0,4.0,7.0,15.0
2016-06-01 00:00:00,1439,3.0,2.0,7.0,1.0,3.0,7.0
2016-06-01 00:00:00,1441,8.0,1.0,0.0,1.0,1.0,3.0
2016-06-01 00:00:00,1442,2.0,0.0,0.0,1.0,1.0,8.0
2016-06-01 00:00:00,1480,6.0,3.0,7.0,8.0,7.0,19.0
2016-06-01 00:00:00,1482,9.0,8.0,6.0,7.0,10.0,20.0
2016-06-01 00:00:00,1483,4.0,3.0,1.0,4.0,13.0,25.0
2016-06-01 00:00:00,1530,3.0,5.0,4.0,7.0,12.0,25.0
2016-06-01 00:00:00,1532,9.0,7.0,8.0,10.0,8.0,7.0
2016-06-01 00:00:00,1533,8.0,11.0,4.0,8.0,7.0,7.0
2016-06-01 00:00:00,1580,3.0,4.0,3.0,5.0,8.0,18.0
2016-06-01 00:00:00,1630,5.0,8.0,7.0,4.0,5.0,10.0
2016-06-01 00:00:00,1684,0.0,0.0,0.0,0.0,0.0,11.0
2016-06-01 00:00:00,1733,0.0,1.0,1.0,0.0,0.0,7.0
2016-06-01 00:00:00,1734,137.0,25.0,44.0,0.0,9.0,4.0
2016-06-01 00:00:00,1783,1.0,0.0,0.0,2.0,3.0,11.0
2016-06-01 00:00:00,2068,27.0,11.0,13.0,23.0,13.0,78.0
2016-06-01 00:00:00,2069,16.0,0.0,4.0,3.0,0.0,21.0
2016-06-01 00:00:00,2118,105.0,31.0,51.0,33.0,78.0,174.0
2016-06-01 00:00:00,2119,4.0,0.0,1.0,3.0,4.0,7.0
2016-06-01 00:00:00,2168,42.0,10.0,0.0,1.0,59.0,82.0
2016-06-01 01:00:00,1075,5.0,2.0,1.0,7.0,23.0,34.0
2016-06-01 01:00:00,1076,25.0,5.0,8.0,31.0,54.0,151.0
2016-06-01 01:00:00,1077,4.0,3.0,3.0,17.0,78.0,163.0
2016-06-01 01:00:00,1125,18.0,4.0,6.0,8.0,41.0,73.0
2016-06-01 01:00:00,1126,25.0,16.0,26.0,43.0,108.0,170.0
2016-06-01 01:00:00,1127,42.0,36.0,27.0,51.0,126.0,250.0
2016-06-01 01:00:00,1128,74.0,36.0,46.0,59.0,121.0,212.0
2016-06-01 01:00:00,1129,123.0,85.0,54.0,76.0,231.0,370.0
2016-06-01 01:00:00,1130,245.0,241.0,129.0,50.0,127.0,218.0
2016-06-01 01:00:00,1131,30.0,24.0,11.0,18.0,54.0,96.0
2016-06-01 01:00:00,1132,7.0,5.0,4.0,1.0,12.0,37.0
2016-06-01 01:00:00,1172,1.0,0.0,1.0,5.0,9.0,14.0
2016-06-01 01:00:00,1173,6.0,0.0,7.0,17.0,32.0,53.0
2016-06-01 01:00:00,1174,4.0,3.0,6.0,20.0,41.0,63.0
2016-06-01 01:00:00,1175,0.0,0.0,1.0,5.0,17.0,23.0
2016-06-01 01:00:00,1176,4.0,2.0,1.0,0.0,3.0,11.0
2016-06-01 01:00:00,1177,120.0,91.0,44.0,29.0,58.0,97.0
2016-06-01 01:00:00,1178,115.0,68.0,53.0,55.0,158.0,249.0
2016-06-01 01:00:00,1179,90.0,62.0,55.0,100.0,270.0,506.0
2016-06-01 01:00:00,1180,81.0,53.0,58.0,109.0,321.0,543.0
2016-06-01 01:00:00,1181,106.0,43.0,96.0,320.0,1040.0,1133.0
2016-06-01 01:00:00,1182,99.0,93.0,120.0,178.0,619.0,768.0
2016-06-01 01:00:00,1183,20.0,13.0,10.0,14.0,68.0,160.0
2016-06-01 01:00:00,1184,1.0,0.0,2.0,8.0,42.0,45.0
2016-06-01 01:00:00,1221,4.0,1.0,0.0,0.0,1.0,8.0
2016-06-01 01:00:00,1222,2.0,1.0,2.0,3.0,6.0,2.0
2016-06-01 01:00:00,1223,7.0,6.0,6.0,8.0,11.0,16.0
2016-06-01 01:00:00,1224,6.0,9.0,10.0,8.0,17.0,29.0
2016-06-01 01:00:00,1225,2.0,0.0,0.0,2.0,4.0,9.0
2016-06-01 01:00:00,1227,61.0,45.0,41.0,31.0,52.0,102.0
2016-06-01 01:00:00,1228,163.0,119.0,98.0,91.0,175.0,263.0
2016-06-01 01:00:00,1229,67.0,51.0,48.0,125.0,348.0,572.0
2016-06-01 01:00:00,1230,136.0,80.0,64.0,137.0,392.0,755.0
2016-06-01 01:00:00,1231,124.0,95.0,83.0,137.0,328.0,536.0
2016-06-01 01:00:00,1232,216.0,147.0,159.0,109.0,210.0,408.0
2016-06-01 01:00:00,1233,60.0,57.0,50.0,75.0,261.0,480.0
2016-06-01 01:00:00,1234,19.0,22.0,30.0,75.0,208.0,430.0
2016-06-01 01:00:00,1235,8.0,12.0,9.0,47.0,92.0,168.0
2016-06-01 01:00:00,1272,2.0,2.0,2.0,2.0,4.0,5.0
2016-06-01 01:00:00,1273,5.0,1.0,1.0,0.0,4.0,5.0
2016-06-01 01:00:00,1274,0.0,2.0,0.0,2.0,3.0,5.0
2016-06-01 01:00:00,1278,5.0,1.0,3.0,6.0,22.0,20.0
2016-06-01 01:00:00,1279,1.0,2.0,4.0,7.0,33.0,58.0
2016-06-01 01:00:00,1280,24.0,12.0,28.0,41.0,142.0,257.0
2016-06-01 01:00:00,1281,98.0,77.0,74.0,129.0,421.0,644.0
2016-06-01 01:00:00,1282,129.0,71.0,73.0,112.0,338.0,552.0
2016-06-01 01:00:00,1283,8.0,2.0,10.0,26.0,75.0,226.0
2016-06-01 01:00:00,1284,4.0,2.0,3.0,18.0,40.0,103.0
2016-06-01 01:00:00,1285,26.0,11.0,30.0,60.0,188.0,331.0
2016-06-01 01:00:00,1286,26.0,16.0,26.0,59.0,154.0,318.0
2016-06-01 01:00:00,1287,13.0,5.0,6.0,25.0,68.0,127.0
2016-06-01 01:00:00,1326,16.0,6.0,13.0,3.0,1.0,1.0
2016-06-01 01:00:00,1327,9.0,5.0,1.0,2.0,0.0,1.0
2016-06-01 01:00:00,1331,4.0,4.0,2.0,8.0,31.0,99.0
2016-06-01 01:00:00,1332,41.0,35.0,43.0,100.0,269.0,575.0
2016-06-01 01:00:00,1333,35.0,23.0,39.0,144.0,450.0,917.0
2016-06-01 01:00:00,1334,16.0,6.0,16.0,124.0,431.0,695.0
2016-06-01 01:00:00,1335,1.0,2.0,3.0,17.0,59.0,182.0
2016-06-01 01:00:00,1336,5.0,4.0,5.0,16.0,62.0,121.0
2016-06-01 01:00:00,1337,16.0,11.0,11.0,30.0,49.0,144.0
2016-06-01 01:00:00,1338,6.0,4.0,6.0,14.0,12.0,50.0
2016-06-01 01:00:00,1339,5.0,7.0,0.0,4.0,3.0,11.0
2016-06-01 01:00:00,1376,13.0,9.0,6.0,2.0,2.0,2.0
2016-06-01 01:00:00,1377,6.0,4.0,2.0,2.0,0.0,0.0
2016-06-01 01:00:00,1378,2.0,1.0,3.0,3.0,1.0,1.0
2016-06-01 01:00:00,1380,2.0,3.0,4.0,2.0,4.0,4.0
2016-06-01 01:00:00,1382,7.0,4.0,4.0,3.0,7.0,13.0
2016-06-01 01:00:00,1383,10.0,14.0,25.0,73.0,250.0,559.0
2016-06-01 01:00:00,1384,40.0,28.0,57.0,151.0,463.0,804.0
2016-06-01 01:00:00,1385,14.0,24.0,33.0,94.0,292.0,466.0
2016-06-01 01:00:00,1386,6.0,4.0,5.0,33.0,60.0,73.0
2016-06-01 01:00:00,1387,7.0,6.0,11.0,17.0,34.0,74.0
2016-06-01 01:00:00,1388,11.0,9.0,9.0,12.0,12.0,25.0
2016-06-01 01:00:00,1389,2.0,1.0,5.0,6.0,16.0,26.0
2016-06-01 01:00:00,1390,8.0,5.0,7.0,6.0,10.0,38.0
2016-06-01 01:00:00,1426,4.0,4.0,2.0,1.0,1.0,0.0
2016-06-01 01:00:00,1431,11.0,15.0,13.0,13.0,15.0,18.0
2016-06-01 01:00:00,1434,0.0,0.0,0.0,3.0,12.0,26.0
2016-06-01 01:00:00,1435,5.0,0.0,5.0,1.0,15.0,12.0
2016-06-01 01:00:00,1436,6.0,7.0,11.0,27.0,41.0,42.0
2016-06-01 01:00:00,1437,13.0,7.0,7.0,26.0,56.0,67.0
2016-06-01 01:00:00,1438,3.0,0.0,4.0,7.0,15.0,39.0
2016-06-01 01:00:00,1439,2.0,7.0,1.0,3.0,7.0,20.0
2016-06-01 01:00:00,1441,1.0,0.0,1.0,1.0,3.0,10.0
2016-06-01 01:00:00,1442,0.0,0.0,1.0,1.0,8.0,23.0
2016-06-01 01:00:00,1480,3.0,7.0,8.0,7.0,19.0,23.0
2016-06-01 01:00:00,1482,8.0,6.0,7.0,10.0,20.0,20.0
2016-06-01 01:00:00,1483,3.0,1.0,4.0,13.0,25.0,20.0
2016-06-01 01:00:00,1530,5.0,4.0,7.0,12.0,25.0,35.0
2016-06-01 01:00:00,1532,7.0,8.0,10.0,8.0,7.0,4.0
2016-06-01 01:00:00,1533,11.0,4.0,8.0,7.0,7.0,12.0
2016-06-01 01:00:00,1580,4.0,3.0,5.0,8.0,18.0,26.0
2016-06-01 01:00:00,1630,8.0,7.0,4.0,5.0,10.0,8.0
2016-06-01 01:00:00,1684,0.0,0.0,0.0,0.0,11.0,3.0
2016-06-01 01:00:00,1733,1.0,1.0,0.0,0.0,7.0,7.0
2016-06-01 01:00:00,1734,25.0,44.0,0.0,9.0,4.0,90.0
2016-06-01 01:00:00,1783,0.0,0.0,2.0,3.0,11.0,227.0
2016-06-01 01:00:00,2068,11.0,13.0,23.0,13.0,78.0,78.0
2016-06-01 01:00:00,2069,0.0,4.0,3.0,0.0,21.0,8.0
2016-06-01 01:00:00,2118,31.0,51.0,33.0,78.0,174.0,119.0
2016-06-01 01:00:00,2119,0.0,1.0,3.0,4.0,7.0,15.0
2016-06-01 01:00:00,2168,10.0,0.0,1.0,59.0,82.0,63.0
2016-06-01 02:00:00,1075,2.0,1.0,7.0,23.0,34.0,72.0
2016-06-01 02:00:00,1076,5.0,8.0,31.0,54.0,151.0,185.0
2016-06-01 02:00:00,1077,3.0,3.0,17.0,78.0,163.0,181.0
2016-06-01 02:00:00,1125,4.0,6.0,8.0,41.0,73.0,97.0
2016-06-01 02:00:00,1126,16.0,26.0,43.0,108.0,170.0,202.0
2016-06-01 02:00:00,1127,36.0,27.0,51.0,126.0,250.0,375.0
2016-06-01 02:00:00,1128,36.0,46.0,59.0,121.0,212.0,278.0
2016-06-01 02:00:00,1129,85.0,54.0,76.0,231.0,370.0,414.0
2016-06-01 02:00:00,1130,241.0,129.0,50.0,127.0,218.0,330.0
2016-06-01 02:00:00,1131,24.0,11.0,18.0,54.0,96.0,199.0
2016-06-01 02:00:00,1132,5.0,4.0,1.0,12.0,37.0,54.0
2016-06-01 02:00:00,1172,0.0,1.0,5.0,9.0,14.0,23.0
2016-06-01 02:00:00,1173,0.0,7.0,17.0,32.0,53.0,75.0
2016-06-01 02:00:00,1174,3.0,6.0,20.0,41.0,63.0,63.0
2016-06-01 02:00:00,1175,0.0,1.0,5.0,17.0,23.0,18.0
2016-06-01 02:00:00,1176,2.0,1.0,0.0,3.0,11.0,19.0
2016-06-01 02:00:00,1177,91.0,44.0,29.0,58.0,97.0,110.0
2016-06-01 02:00:00,1178,68.0,53.0,55.0,158.0,249.0,279.0
2016-06-01 02:00:00,1179,62.0,55.0,100.0,270.0,506.0,594.0
2016-06-01 02:00:00,1180,53.0,58.0,109.0,321.0,543.0,582.0
2016-06-01 02:00:00,1181,43.0,96.0,320.0,1040.0,1133.0,1108.0
2016-06-01 02:00:00,1182,93.0,120.0,178.0,619.0,768.0,595.0
2016-06-01 02:00:00,1183,13.0,10.0,14.0,68.0,160.0,180.0
2016-06-01 02:00:00,1184,0.0,2.0,8.0,42.0,45.0,35.0
2016-06-01 02:00:00,1221,1.0,0.0,0.0,1.0,8.0,2.0
2016-06-01 02:00:00,1222,1.0,2.0,3.0,6.0,2.0,9.0
2016-06-01 02:00:00,1223,6.0,6.0,8.0,11.0,16.0,14.0
2016-06-01 02:00:00,1224,9.0,10.0,8.0,17.0,29.0,39.0
2016-06-01 02:00:00,1225,0.0,0.0,2.0,4.0,9.0,11.0
2016-06-01 02:00:00,1227,45.0,41.0,31.0,52.0,102.0,101.0
2016-06-01 02:00:00,1228,119.0,98.0,91.0,175.0,263.0,265.0
2016-06-01 02:00:00,1229,51.0,48.0,125.0,348.0,572.0,577.0
2016-06-01 02:00:00,1230,80.0,64.0,137.0,392.0,755.0,884.0
2016-06-01 02:00:00,1231,95.0,83.0,137.0,328.0,536.0,801.0
2016-06-01 02:00:00,1232,147.0,159.0,109.0,210.0,408.0,603.0
2016-06-01 02:00:00,1233,57.0,50.0,75.0,261.0,480.0,593.0
2016-06-01 02:00:00,1234,22.0,30.0,75.0,208.0,430.0,504.0
2016-06-01 02:00:00,1235,12.0,9.0,47.0,92.0,168.0,229.0
2016-06-01 02:00:00,1272,2.0,2.0,2.0,4.0,5.0,9.0
2016-06-01 02:00:00,1273,1.0,1.0,0.0,4.0,5.0,12.0
2016-06-01 02:00:00,1274,2.0,0.0,2.0,3.0,5.0,4.0
2016-06-01 02:00:00,1278,1.0,3.0,6.0,22.0,20.0,18.0
